"sj","item","adv_type","adv_t","verb_t","gramm","ROI","label","fp","gp","tt","ri","ro"
"38","47","Non-deic","none","Past","1","5","en el cuadrilátero",982,982,982,0,0
"38","47","Non-deic","none","Past","1","6","de Madrid.",626,626,626,0,0
"38","66","Non-deic","none","Future","1","1","Durante la competición,",1374,1374,1374,0,0
"38","66","Non-deic","none","Future","1","2","el fin de semana",338,338,338,0,0
"38","66","Non-deic","none","Future","1","3","los caballos",261,261,261,0,0
"38","66","Non-deic","none","Future","1","4","trotarán",254,254,254,0,0
"38","66","Non-deic","none","Future","1","5","en el recinto",891,891,891,0,0
"38","66","Non-deic","none","Future","1","6","con sus jinetes.",1162,1162,1162,0,0
"38","60","Non-deic","none","Future","1","1","Para la remodelación,",1190,1190,1736,1,0
"38","60","Non-deic","none","Future","1","2","después del temporal",634,634,634,0,0
"38","60","Non-deic","none","Future","1","3","los voluntarios",641,641,641,0,0
"38","60","Non-deic","none","Future","1","4","apuntalarán",1039,1039,1039,0,0
"38","60","Non-deic","none","Future","1","5","la pared",373,373,534,1,0
"38","60","Non-deic","none","Future","1","6","de la iglesia.",634,1753,1046,0,1
"38","53","Non-deic","none","Future","1","1","Tras perder una apuesta,",1605,1605,2324,1,0
"38","53","Non-deic","none","Future","1","2","después del almuerzo",571,571,1337,1,0
"38","53","Non-deic","none","Future","1","3","las amigas",256,371,562,0,1
"38","53","Non-deic","none","Future","1","4","esquiarán",429,429,429,0,0
"38","53","Non-deic","none","Future","1","5","fuera de pista",516,516,751,0,0
"38","53","Non-deic","none","Future","1","6","en los Alpes.",994,3025,1114,0,1
"38","80","Deic","Past","Past","1","1","Trabajando en equipo,",909,909,909,0,0
"38","80","Deic","Past","Past","1","2","hace unos años",514,514,514,0,0
"38","80","Deic","Past","Past","1","3","los climatólogos",514,514,514,0,0
"38","80","Deic","Past","Past","1","4","dedujeron",504,504,504,0,0
"38","80","Deic","Past","Past","1","5","los efectos",368,368,368,0,0
"38","80","Deic","Past","Past","1","6","del cambio climático.",766,766,766,0,0
"38","46","Non-deic","none","Past","1","1","Con un poquito de blanco,",945,945,1840,1,0
"38","46","Non-deic","none","Past","1","2","el fin de semana",249,1960,1065,0,1
"38","46","Non-deic","none","Past","1","3","los inquilinos",951,951,951,0,0
"38","46","Non-deic","none","Past","1","4","atenuaron",318,318,318,0,0
"38","46","Non-deic","none","Past","1","5","el amarillo",384,384,384,0,0
"38","46","Non-deic","none","Past","1","6","de la pared.",609,609,609,0,0
"38","61","Non-deic","none","Future","1","1","Con el cambio de la ley,",1526,1526,2326,1,0
"38","61","Non-deic","none","Future","1","2","durante el otoño",160,2135,1335,0,1
"38","61","Non-deic","none","Future","1","3","los mandatarios",1323,1323,1323,0,0
"38","61","Non-deic","none","Future","1","4","conmutarán",596,596,596,0,0
"38","61","Non-deic","none","Future","1","5","las sentencias",440,440,440,0,0
"38","61","Non-deic","none","Future","1","6","de muerte.",380,380,380,0,0
"38","100","Deic","Past","Future","0","1","En la catedral,",781,781,781,0,0
"38","100","Deic","Past","Future","0","2","hace unas horas",803,803,803,0,0
"38","100","Deic","Past","Future","0","3","los obispos",550,550,550,0,0
"38","100","Deic","Past","Future","0","4","coronarán",593,593,593,0,0
"38","100","Deic","Past","Future","0","5","al príncipe",264,264,264,0,0
"38","100","Deic","Past","Future","0","6","de Holanda.",507,507,507,0,0
"38","24","Deic","Future","Future","1","1","En la fábrica,",805,805,805,0,0
"38","24","Deic","Future","Future","1","2","dentro de dos días",874,874,874,0,0
"38","24","Deic","Future","Future","1","3","los obreros",614,614,614,0,0
"38","24","Deic","Future","Future","1","4","aplastarán",407,407,407,0,0
"38","24","Deic","Future","Future","1","5","las cajas",377,377,377,0,0
"38","24","Deic","Future","Future","1","6","de madera.",443,443,443,0,0
"38","62","Non-deic","none","Future","1","1","Para su comodidad,",895,895,895,0,0
"38","62","Non-deic","none","Future","1","2","durante el verano",527,527,527,0,0
"38","62","Non-deic","none","Future","1","3","los pastores",392,392,392,0,0
"38","62","Non-deic","none","Future","1","4","esquilarán",244,244,334,1,0
"38","62","Non-deic","none","Future","1","5","las ovejas",394,656,566,0,1
"38","62","Non-deic","none","Future","1","6","del monte.",301,301,301,0,0
"38","92","Deic","Past","Future","0","1","Antes de irse,",517,517,517,0,0
"38","92","Deic","Past","Future","0","2","el domingo pasado",757,757,757,0,0
"38","92","Deic","Past","Future","0","3","los sacerdotes",622,622,622,0,0
"38","92","Deic","Past","Future","0","4","congregarán",367,367,1091,1,0
"38","92","Deic","Past","Future","0","5","a los fieles",169,1493,769,0,1
"38","92","Deic","Past","Future","0","6","delante de la iglesia.",722,722,722,0,0
"38","49","Non-deic","none","Past","1","1","Para su diversión,",709,709,709,0,0
"38","49","Non-deic","none","Past","1","2","al atardecer",514,514,514,0,0
"38","49","Non-deic","none","Past","1","3","los niños",432,432,432,0,0
"38","49","Non-deic","none","Past","1","4","ducharon",433,433,433,0,0
"38","49","Non-deic","none","Past","1","5","al perro",345,345,345,0,0
"38","49","Non-deic","none","Past","1","6","del vecino.",583,583,583,0,0
"38","94","Deic","Past","Future","0","1","Debido a su infidelidad,",1290,1290,1290,0,0
"38","94","Deic","Past","Future","0","2","hace algunos meses",704,704,704,0,0
"38","94","Deic","Past","Future","0","3","los reporteros",729,729,729,0,0
"38","94","Deic","Past","Future","0","4","espiarán",396,396,396,0,0
"38","94","Deic","Past","Future","0","5","al marido",291,291,291,0,0
"38","94","Deic","Past","Future","0","6","de la duquesa.",699,699,699,0,0
"38","11","Deic","Future","Past","0","1","En Pamplona,",497,497,497,0,0
"38","11","Deic","Future","Past","0","2","mañana por la noche",810,810,810,0,0
"38","11","Deic","Future","Past","0","3","las niñas",431,431,431,0,0
"38","11","Deic","Future","Past","0","4","cenaron",520,520,520,0,0
"38","11","Deic","Future","Past","0","5","con sus padres",591,591,790,1,0
"38","11","Deic","Future","Past","0","6","en un restaurante famoso.",162,1772,1573,0,1
"38","39","Non-deic","none","Past","1","1","Para prevenir plagas,",1039,1039,1542,1,0
"38","39","Non-deic","none","Past","1","2","en época de heladas",434,1427,924,0,1
"38","39","Non-deic","none","Past","1","3","los botánicos",552,552,552,0,0
"38","39","Non-deic","none","Past","1","4","aclimataron",813,813,813,0,0
"38","39","Non-deic","none","Past","1","5","las matas de tomate",776,776,776,0,0
"38","39","Non-deic","none","Past","1","6","al frío.",231,231,231,0,0
"38","30","Deic","Future","Future","1","1","En la bodega,",736,736,736,0,0
"38","30","Deic","Future","Future","1","2","mañana a las cinco",816,816,816,0,0
"38","30","Deic","Future","Future","1","3","los sumilleres",427,427,775,1,0
"38","30","Deic","Future","Future","1","4","decantarán",235,923,575,0,1
"38","30","Deic","Future","Future","1","5","el vino",237,237,237,0,0
"38","30","Deic","Future","Future","1","6","más viejo.",623,623,623,0,0
"38","93","Deic","Past","Future","0","1","Para complacer al público,",905,905,905,0,0
"38","93","Deic","Past","Future","0","2","el domingo pasado",596,596,596,0,0
"38","93","Deic","Past","Future","0","3","los artistas",366,366,366,0,0
"38","93","Deic","Past","Future","0","4","guiarán",297,297,297,0,0
"38","93","Deic","Past","Future","0","5","la visita",206,206,577,1,0
"38","93","Deic","Past","Future","0","6","al museo.",406,1317,946,0,1
"38","57","Non-deic","none","Future","1","1","Al publicar el escándalo,",1161,1161,1161,0,0
"38","57","Non-deic","none","Future","1","2","durante el verano",711,711,711,0,0
"38","57","Non-deic","none","Future","1","3","los periodistas",430,430,430,0,0
"38","57","Non-deic","none","Future","1","4","estigmatizarán",461,461,461,0,0
"38","57","Non-deic","none","Future","1","5","la fama",284,284,284,0,0
"38","57","Non-deic","none","Future","1","6","del cantante.",801,801,801,0,0
"38","7","Deic","Future","Past","0","1","Antes de analizar los datos,",872,872,872,0,0
"38","7","Deic","Future","Past","0","2","mañana",277,277,277,0,0
"38","7","Deic","Future","Past","0","3","los biólogos",548,548,548,0,0
"38","7","Deic","Future","Past","0","4","diferenciaron",362,362,588,1,0
"38","7","Deic","Future","Past","0","5","las muestras buenas",611,611,858,0,0
"38","7","Deic","Future","Past","0","6","de las malas.",599,1072,599,0,1
"38","23","Deic","Future","Future","1","1","Por petición del jefe,",1562,1562,1562,0,0
"38","23","Deic","Future","Future","1","2","el mayo que viene",743,743,743,0,0
"38","23","Deic","Future","Future","1","3","los responsables",354,354,354,0,0
"38","23","Deic","Future","Future","1","4","prorrogarán",435,435,435,0,0
"38","23","Deic","Future","Future","1","5","el plazo",246,246,246,0,0
"38","23","Deic","Future","Future","1","6","de la matrícula.",756,756,756,0,0
"38","10","Deic","Future","Past","0","1","Para agilizar el papeleo,",1380,1380,1380,0,0
"38","10","Deic","Future","Past","0","2","la próxima semana",538,538,538,0,0
"38","10","Deic","Future","Past","0","3","los secretarios",516,516,516,0,0
"38","10","Deic","Future","Past","0","4","gestionaron",402,402,402,0,0
"38","10","Deic","Future","Past","0","5","los pagos",374,374,374,0,0
"38","10","Deic","Future","Past","0","6","electrónicamente.",739,739,739,0,0
"38","67","Non-deic","none","Future","1","1","Para protegerse del sol,",780,780,780,0,0
"38","67","Non-deic","none","Future","1","2","después de bañarse",840,840,840,0,0
"38","67","Non-deic","none","Future","1","3","los nadadores",452,452,689,1,0
"38","67","Non-deic","none","Future","1","4","hidratarán",205,205,205,0,0
"38","67","Non-deic","none","Future","1","5","su piel",290,290,290,0,0
"38","67","Non-deic","none","Future","1","6","con crema.",308,545,308,0,1
"38","68","Non-deic","none","Future","1","1","En el caserío,",545,545,545,0,0
"38","68","Non-deic","none","Future","1","2","el mes de octubre",684,684,684,0,0
"38","68","Non-deic","none","Future","1","3","los campesinos",524,524,524,0,0
"38","68","Non-deic","none","Future","1","4","fermentarán",454,454,454,0,0
"38","68","Non-deic","none","Future","1","5","la uva",482,482,482,0,0
"38","68","Non-deic","none","Future","1","6","para hacer vino.",426,426,426,0,0
"38","51","Non-deic","none","Past","1","1","Sorprendentemente,",405,405,405,0,0
"38","51","Non-deic","none","Past","1","2","tras las reunión",924,924,924,0,0
"38","51","Non-deic","none","Past","1","3","los consejeros",684,684,684,0,0
"38","51","Non-deic","none","Past","1","4","relevaron",NA,NA,NA,NA,NA
"38","51","Non-deic","none","Past","1","5","al director",202,202,479,1,0
"38","51","Non-deic","none","Past","1","6","de su cargo.",218,495,218,0,1
"38","63","Non-deic","none","Future","1","1","Por su buen comportamiento,",1033,1033,1033,0,0
"38","63","Non-deic","none","Future","1","2","durante las fiestas",534,534,718,1,0
"38","63","Non-deic","none","Future","1","3","los padres",185,521,337,0,1
"38","63","Non-deic","none","Future","1","4","regalarán",479,479,479,0,0
"38","63","Non-deic","none","Future","1","5","juguetes",NA,NA,NA,NA,NA
"38","63","Non-deic","none","Future","1","6","a sus hijos.",402,402,402,0,0
"38","20","Deic","Future","Future","1","1","En Santiago de Compostela,",1336,1336,1336,0,0
"38","20","Deic","Future","Future","1","2","el próximo verano",736,736,736,0,0
"38","20","Deic","Future","Future","1","3","los frailes",419,419,419,0,0
"38","20","Deic","Future","Future","1","4","hospedarán",398,398,398,0,0
"38","20","Deic","Future","Future","1","5","a los peregrinos",507,507,507,0,0
"38","20","Deic","Future","Future","1","6","del Camino.",500,500,500,0,0
"38","34","Non-deic","none","Past","1","1","En el instituto,",1042,1042,1042,0,0
"38","34","Non-deic","none","Past","1","2","al principio del mes",603,603,603,0,0
"38","34","Non-deic","none","Past","1","3","los estudiantes",253,253,449,1,0
"38","34","Non-deic","none","Past","1","4","afrontaron",182,614,418,0,1
"38","34","Non-deic","none","Past","1","5","una prueba final",667,667,667,0,0
"38","34","Non-deic","none","Past","1","6","muy dura.",181,181,181,0,0
"38","44","Non-deic","none","Past","1","1","Como siempre,",397,397,397,0,0
"38","44","Non-deic","none","Past","1","2","al comenzar el frío",609,609,609,0,0
"38","44","Non-deic","none","Past","1","3","los mexicanos",455,455,455,0,0
"38","44","Non-deic","none","Past","1","4","anhelaron",607,607,717,1,0
"38","44","Non-deic","none","Past","1","5","el calor",310,690,580,0,1
"38","44","Non-deic","none","Past","1","6","de su país.",632,632,632,0,0
"38","43","Non-deic","none","Past","1","1","En el centro comercial,",889,889,889,0,0
"38","43","Non-deic","none","Past","1","2","el cinco de abril",763,763,763,0,0
"38","43","Non-deic","none","Past","1","3","los malabaristas",845,845,845,0,0
"38","43","Non-deic","none","Past","1","4","amenizaron",280,280,707,1,0
"38","43","Non-deic","none","Past","1","5","la espera",453,1131,704,0,1
"38","43","Non-deic","none","Past","1","6","de los clientes.",514,514,514,0,0
"38","98","Deic","Past","Future","0","1","Como siempre,",471,471,471,0,0
"38","98","Deic","Past","Future","0","2","en los meses pasados",918,918,918,0,0
"38","98","Deic","Past","Future","0","3","los lobos",280,280,612,1,0
"38","98","Deic","Past","Future","0","4","aullarán",156,716,384,0,1
"38","98","Deic","Past","Future","0","5","en la colina",438,438,438,0,0
"38","98","Deic","Past","Future","0","6","del pueblo.",237,237,237,0,0
"38","88","Deic","Past","Future","0","1","Para saludar al público,",1605,1605,1605,0,0
"38","88","Deic","Past","Future","0","2","el domingo pasado",562,562,562,0,0
"38","88","Deic","Past","Future","0","3","los deportistas",482,482,482,0,0
"38","88","Deic","Past","Future","0","4","batearán",534,534,534,0,0
"38","88","Deic","Past","Future","0","5","pelotas",283,283,283,0,0
"38","88","Deic","Past","Future","0","6","hacia las gradas.",993,993,993,0,0
"38","77","Deic","Past","Past","1","1","En Europa,",554,554,554,0,0
"38","77","Deic","Past","Past","1","2","la década pasada",1401,1401,1401,0,0
"38","77","Deic","Past","Past","1","3","los especuladores",801,801,801,0,0
"38","77","Deic","Past","Past","1","4","negociaron",325,325,325,0,0
"38","77","Deic","Past","Past","1","5","ventajas competitivas",703,703,703,0,0
"38","77","Deic","Past","Past","1","6","en la Bolsa.",381,381,381,0,0
"38","56","Non-deic","none","Future","1","1","Siguiendo su estrategia,",1048,1048,1048,0,0
"38","56","Non-deic","none","Future","1","2","durante el juicio",479,479,479,0,0
"38","56","Non-deic","none","Future","1","3","los abogados",398,398,398,0,0
"38","56","Non-deic","none","Future","1","4","equipararán",368,368,368,0,0
"38","56","Non-deic","none","Future","1","5","a la víctima",607,607,607,0,0
"38","56","Non-deic","none","Future","1","6","con un terrorista.",1520,1520,1520,0,0
"38","22","Deic","Future","Future","1","1","A pesar de su contenido,",1125,1125,1125,0,0
"38","22","Deic","Future","Future","1","2","la próxima semana",836,836,836,0,0
"38","22","Deic","Future","Future","1","3","los críticos",102,102,409,1,0
"38","22","Deic","Future","Future","1","4","promocionarán",235,803,496,0,1
"38","22","Deic","Future","Future","1","5","la película",289,289,289,0,0
"38","22","Deic","Future","Future","1","6","de Tarantino.",488,488,488,0,0
"38","95","Deic","Past","Future","0","1","Durante el festival,",820,820,820,0,0
"38","95","Deic","Past","Future","0","2","hace unos meses",1038,1038,1038,0,0
"38","95","Deic","Past","Future","0","3","los voluntarios",576,576,576,0,0
